Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating
Ford,Ranger,"33,000",2021,2L,"28,516 miles",Diesel,Automatic,Orange,pickup,4X4,,,210 bhp,111 mph,,
Ford,Fiesta,"14,400",2019,1L,"66,749 miles",Petrol,Manual,White,van,4X2,,,123 bhp,121 mph,10.0 seconds,
Ford,Ranger,"32,280",2021,2L,"23,889 miles",Diesel,Automatic,Grey,pickup,4X4,,,210 bhp,111 mph,,
Ford,Transit Custom,"19,900",2019,2L,"31,506 miles",Diesel,Manual,Blue,van,4X2,,,128 bhp,99 mph,,
Ford,Transit Custom,"28,794",2021,2L,"31,511 miles",Diesel,Manual,Silver,van,,,,,,,
Audi,Q3,"34,450",2022,1.5L,"7,000 miles",Petrol,Semi-Automatic,CHRONOS GREY METALLIC,SUV,4X2,5,5,148 bhp,128 mph,,159 g/km
Suzuki,SX4,"12,200",2018,998cc,"18,899 miles",Petrol,Manual,Silver,SUV,4X2,5,5,110 bhp,112 mph,11.0 seconds,113 g/km
Fiat,Panda,"4,500",2011,1242cc,"66,416 miles",Petrol,Manual,Grey,Hatchback,4X2,5,5,68 bhp,101 mph,15.0 seconds,113 g/km
Suzuki,Vitara,"14,000",2021,1373cc,"33,429 miles",Petrol Hybrid,Manual,Blue,SUV,4X2,5,5,127 bhp,118 mph,,129 g/km
Suzuki,Vitara,"13,000",2018,1373cc,"71,013 miles",Petrol,Automatic,Red,SUV,4X4,5,5,138 bhp,125 mph,10.2 seconds,128 g/km
Vauxhall,Corsa,"4,000",2008,1248cc,"59,275 miles",Diesel,Manual,Silver,Hatchback,4X2,5,5,72 bhp,101 mph,14.6 seconds,119 g/km
Vauxhall,Corsa,"5,000",2009,1364cc,"60,965 miles",Petrol,Manual,Silver,Hatchback,4X2,5,5,90 bhp,107 mph,12.4 seconds,146 g/km
Peugeot,208,"9,299",2016,1199cc,"53,183 miles",Petrol,Automatic,Black,Hatchback,4X2,5,5,109 bhp,118 mph,9.8 seconds,104 g/km
Ferrari,458,"119,995",2012,4.5L,"22,000 miles",Petrol,Semi-Automatic,Nero Daytona,Coupe,4X2,2,2,570 bhp,202 mph,3.4 seconds,307 g/km
Ford,Focus,"7,999",2010,2522cc,"110,000 miles",Petrol,Manual,Black,Hatchback,4X2,3,4,224 bhp,150 mph,6.8 seconds,224 g/km
Renault,Megane,"9,995",2016,1.6L,"54,437 miles",Diesel,Manual,Black,Hatchback,4X2,5,5,129 bhp,123 mph,10.0 seconds,105 g/km
Toyota,Corolla,"2,395",2004,1.4L,"136,420 miles",Petrol,Manual,Grey,Hatchback,4X2,5,5,95 bhp,115 mph,12.0 seconds,159 g/km
Volkswagen,Polo,"3,695",2005,1.39L,"48,000 miles",Petrol,Automatic,Silver,Hatchback,4X2,5,5,74 bhp,104 mph,15.3 seconds,180 g/km
Suzuki,Swift,"4,995",2012,1.24L,"67,000 miles",Petrol,Manual,White,Hatchback,4X2,3,4,92 bhp,103 mph,11.9 seconds,116 g/km
Volkswagen,Polo,"9,995",2014,1.39L,"48,000 miles",Petrol,Automatic,Red,Hatchback,4X2,5,5,84 bhp,110 mph,12.1 seconds,134 g/km
Mazda,Mazda6,"8,490",2014,2.18L,"80,100 miles",Diesel,Manual,Red,Estate,4X2,5,5,173 bhp,137 mph,8.0 seconds,121 g/km
Vauxhall,Astra,"4,495",2015,1.96L,"108,872 miles",Diesel,Manual,White,Hatchback,4X2,5,5,162 bhp,134 mph,9.0 seconds,123 g/km
Audi,Q5,"11,295",2014,1.97L,"118,357 miles",Diesel,Automatic,White,4X4,4X4,5,5,174 bhp,124 mph,9.0 seconds,159 g/km
Audi,Q5,"12,799",2015,1.97L,"103,486 miles",Diesel,Automatic,Black,4X4,4X4,5,5,174 bhp,124 mph,9.0 seconds,159 g/km
BMW,1 Series,"9,595",2015,1.5L,"96,143 miles",Diesel,Automatic,Blue,Hatchback,4X2,5,5,114 bhp,124 mph,10.3 seconds,107 g/km
Audi,A4,"6,000",2013,1.97L,"115,615 miles",Diesel,Manual,White,Saloon,4X2,4,5,141 bhp,134 mph,9.2 seconds,119 g/km
Toyota,Proace 2.0D Comfort Long Panel Van 6dr Diesel Manual LWB Euro 6 (s/s) (120 ps),"14,497",2018,2L,"66,911 miles",Diesel,Manual,Grey,Van,4X2,,,121 bhp,105 mph,16.6 seconds,
Citroen,Grand C4 Picasso,"3,995",2012,1560cc,"128,190 miles",Diesel,Manual,Silver,MPV,4X2,5,7,110 bhp,112 mph,13.1 seconds,135 g/km
BMW,1 Series,"6,995",2010,1995cc,"84,684 miles",Diesel,Automatic,Black,Coupe,4X2,2,4,176 bhp,140 mph,7.8 seconds,144 g/km
Fiat,Panda,"3,695",2012,1242cc,"74,000 miles",Petrol,Manual,Blue,Hatchback,4X2,5,5,68 bhp,101 mph,15.0 seconds,113 g/km
Hyundai,Tucson,"21,995",2020,1.6L,"11,008 miles",Petrol,Manual,Silver,SUV,4X2,5,5,175 bhp,126 mph,9.2 seconds,168 g/km
Nissan,Juke,"25,495",2022,1.6L,"3,527 miles",Hybrid,Automatic,White,SUV,4X2,5,5,141 bhp,103 mph,,115 g/km
Nissan,Juke,"14,975",2019,1.6L,"17,997 miles",Petrol,Automatic,White,SUV,4X2,5,5,111 bhp,106 mph,11.5 seconds,149 g/km
Dacia,Duster,"21,495",2023,1.3L,"1,401 miles",Petrol,Semiauto,Orange,SUV,4X2,5,5,147 bhp,124 mph,,141 g/km
Volkswagen,Polo,"15,495",2020,1L,"15,087 miles",Petrol,Manual,Blue,Hatchback,4X2,5,5,94 bhp,116 mph,,127 g/km
Volkswagen,Golf,"22,995",2019,2L,"51,166 miles",Petrol,Semiauto,Black,Estate,4X4,5,5,296 bhp,155 mph,4.9 seconds,164 g/km
Volkswagen,Passat,"28,495",2020,1.4L,"25,693 miles",Hybrid,Semiauto,Silver,Estate,4X2,5,5,214 bhp,138 mph,7.6 seconds,33 g/km
Kia,Sportage,"31,995",2022,1.6L,"16,618 miles",Hybrid,Automatic,Grey,SUV,4X2,5,5,227 bhp,120 mph,,129 g/km
Audi,A3,"12,999",2016,1.4L,"51,824 miles",Petrol,Semiauto,Grey,Convertible,4X2,2,4,147 bhp,138 mph,8.9 seconds,118 g/km
BMW,1 Series,"14,699",2019,1.5L,"36,791 miles",Petrol,Manual,Black,Hatchback,4X2,5,5,138 bhp,132 mph,8.5 seconds,122 g/km
Skoda,Kamiq,"15,499",2019,1.5L,"18,117 miles",Petrol,Semiauto,Blue,SUV,4X2,5,5,147 bhp,131 mph,,116 g/km
Mitsubishi,ASX,"14,479",2019,1.6L,"20,706 miles",Petrol,Manual,Black,SUV,4X2,5,5,115 bhp,113 mph,12.2 seconds,155 g/km
Audi,A1,"11,899",2017,1.4L,"41,772 miles",Petrol,Manual,White,Hatchback,4X2,3,4,147 bhp,134 mph,7.8 seconds,117 g/km
Aston,Martin DBS,"224,999",2023,5.2L,"7,373 miles",Petrol,Semiauto,Blue,Convertible,4X2,2,4,714 bhp,211 mph,3.6 seconds,306 g/km
Aston,Martin Vantage,"124,999",2022,4L,"7,222 miles",Petrol,Semiauto,Blue,Convertible,4X2,2,2,503 bhp,195 mph,,263 g/km
Aston,Martin Vantage,"114,999",2022,4L,"9,612 miles",Petrol,Semiauto,Silver,Hatchback,4X2,3,2,503 bhp,195 mph,,264 g/km
Ford,Kuga,"20,234",2020,1.5L,"27,718 miles",Diesel,Manual,Black,SUV,4X2,5,5,118 bhp,112 mph,,138 g/km
Mazda,CX-30,"15,895",2020,2L,"17,550 miles",Petrol,Manual,Black,SUV,4X2,5,5,121 bhp,116 mph,,141 g/km
Volkswagen,Polo,"13,499",2020,1L,"33,716 miles",Petrol,Manual,Silver,Hatchback,4X2,5,5,94 bhp,116 mph,,127 g/km
