Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating
Vauxhall,Corsa,"4,488",2014,1229cc,"77,000 miles",Petrol,Manual,WHITE,Hatchback,4X2,3,5,84 bhp,107 mph,13.9 seconds,129 g/km
Mercedes-Benz,GLE Class,"22,490",2016,2143cc,"65,900 miles",Diesel,Automatic,SILVER,Estate,4X4,5,5,201 bhp,132 mph,8.6 seconds,156 g/km
Smart,Fortwo,"3,298",2009,999cc,"54,000 miles",Petrol,Automatic,BLACK/SILVER,Coupe,4X2,2,2,70 bhp,90 mph,13.3 seconds,104 g/km
Volvo,V60,"11,795",2016,1969cc,"78,948 miles",Diesel,Automatic,BLUE,Estate,4X2,5,5,147 bhp,130 mph,9.1 seconds,111 g/km
BMW,1 Series,"16,750",2019,1496cc,"42,759 miles",Diesel,Manual,BLACK,Hatchback,4X2,5,5,114 bhp,124 mph,10.5 seconds,114 g/km
Hyundai,i10,"6,180",2015,998cc,"41,370 miles",Petrol,Manual,WHITE,Hatchback,4X2,5,5,64 bhp,96 mph,14.9 seconds,108 g/km
MINI,Hatch,"8,380",2015,1198cc,"48,150 miles",Petrol,Manual,GREY,Hatchback,4X2,3,4,101 bhp,121 mph,9.9 seconds,108 g/km
Ford,Galaxy,"5,999",2012,1997cc,"98,542 miles",Diesel,Manual,BLACK,MPV,4X2,5,7,161 bhp,126 mph,9.8 seconds,149 g/km
Audi,A3,"17,795",2017,1984cc,"82,000 miles",Petrol,Automatic,GREY,Hatchback,4X4,5,5,306 bhp,155 mph,4.6 seconds,152 g/km
Vauxhall,Corsa,"3,990",2013,1229cc,"83,314 miles",Petrol,Manual,BROWN,Hatchback,4X2,5,5,83 bhp,107 mph,13.6 seconds,129 g/km
Volvo,XC90,"36,580",2019,1969cc,"51,020 miles",Diesel,Automatic,BLACK,Estate,4X4,5,7,231 bhp,137 mph,7.6 seconds,156 g/km
BMW,5 Series,"15,474",2013,1997cc,"59,879 miles",Petrol,Automatic,WHITE,Saloon,,,,,,,
Vauxhall,Astra,"7,374",2016,1399cc,"83,345 miles",Petrol,Manual,BLACK,Hatchback,4X2,5,5,147 bhp,134 mph,8.3 seconds,128 g/km
Volkswagen,Polo,"7,370",2016,1197cc,"96,877 miles",Petrol,Manual,SILVER,Hatchback,4X2,5,5,88 bhp,114 mph,10.8 seconds,107 g/km
Volkswagen,Passat,"9,351",2014,1968cc,"96,660 miles",Diesel,Automatic,SILVER,Estate,4X4,5,5,174 bhp,131 mph,8.7 seconds,155 g/km
BMW,X1,"16,890",2018,1995cc,"64,000 miles",Diesel,Automatic,WHITE,Estate,4X4,5,5,188 bhp,136 mph,7.8 seconds,123 g/km
Mercedes-Benz,A Class,"29,495",2019,1991cc,"22,175 miles",Petrol,Automatic,GREY,Saloon,4X4,4,5,302 bhp,155 mph,4.8 seconds,167 g/km
Honda,HRV,"9,995",2016,1597cc,"70,000 miles",Diesel,Manual,RED,Hatchback,4X2,5,5,118 bhp,119 mph,10.2 seconds,108 g/km
Smart,Fortwo,"7,750",2015,898cc,"33,000 miles",Petrol,Manual,WHITE,Coupe,4X2,2,2,88 bhp,96 mph,10.4 seconds,97 g/km
Nissan,Juke,"10,000",2017,1197cc,"26,000 miles",Petrol,Manual,YELLOW,Hatchback,,,,,,,
MINI,Hatch,"13,500",2020,1499cc,"56,000 miles",Petrol,Manual,BLACK,Hatchback,4X2,3,4,134 bhp,130 mph,8.0 seconds,122 g/km
Skoda,Fabia,"6,990",2013,1197cc,"41,600 miles",Petrol,Automatic,BLUE,Estate,4X2,5,5,103 bhp,117 mph,10.2 seconds,124 g/km
Vauxhall,Astra,"6,799",2014,1956cc,"53,400 miles",Diesel,Automatic,BROWN,Estate,4X2,5,5,162 bhp,129 mph,9.8 seconds,154 g/km
Ford,EcoSport,"6,190",2015,998cc,"81,500 miles",Petrol,Manual,BLUE,Hatchback,4X2,5,5,123 bhp,112 mph,12.7 seconds,125 g/km
Volkswagen,Golf,"13,699",2017,1395cc,"32,300 miles",Petrol,Automatic,SILVER,MPV,4X2,5,5,147 bhp,132 mph,8.9 seconds,125 g/km
Citroen,C4 Cactus,"8,490",2015,1200cc,"60,400 miles",Petrol,Automatic,BLACK,Hatchback,4X2,5,5,80 bhp,107 mph,15.0 seconds,100 g/km
Peugeot,208,"7,976",2018,1560cc,"67,757 miles",Diesel,Manual,RED,Hatchback,4X2,5,5,98 bhp,116 mph,10.7 seconds,90 g/km
Nissan,X Trail,"10,620",2016,1598cc,"81,179 miles",Diesel,Manual,GREEN,Estate,4X2,5,7,129 bhp,117 mph,10.5 seconds,133 g/km
BMW,3 Series,"8,490",2012,1997cc,"90,970 miles",Petrol,Automatic,RED,Saloon,4X2,4,5,182 bhp,146 mph,7.6 seconds,141 g/km
Toyota,Alphard,"8,995",2023,2360cc,"38,000 miles",Petrol,Automatic,WHITE,Other,,,,,,,
Ford,S-MAX,"8,295",2014,1997cc,"71,129 miles",Diesel,Automatic,BLUE,MPV,4X2,5,7,138 bhp,119 mph,10.9 seconds,149 g/km
Jaguar,E-PACE,"23,000",2017,1997cc,"46,500 miles",Petrol,Automatic,BLACK,Estate,4X4,5,5,246 bhp,143 mph,6.7 seconds,174 g/km
Hyundai,i40,"8,500",2016,1685cc,"78,791 miles",Diesel,Manual,SILVER,Estate,4X2,5,5,139 bhp,126 mph,10.3 seconds,123 g/km
Volkswagen,Golf,"9,490",2015,1968cc,"69,000 miles",Diesel,Manual,GREY,Hatchback,4X2,5,5,147 bhp,131 mph,8.6 seconds,106 g/km
Peugeot,208,"4,999",2014,1560cc,"91,000 miles",Diesel,Manual,BLUE,Hatchback,4X2,3,5,115 bhp,118 mph,10.8 seconds,99 g/km
Land,Rover Range Rover Sport,"40,000",2019,1997cc,"49,095 miles",Other,Automatic,GREY,Estate,4X4,5,5,399 bhp,137 mph,6.3 seconds,71 g/km
Renault,Captur,"6,799",2014,1461cc,"69,000 miles",Diesel,Manual,GREY/BLACK,Hatchback,4X2,5,5,88 bhp,106 mph,13.1 seconds,95 g/km
Vauxhall,GTC,"5,500",2012,1956cc,"67,250 miles",Diesel,Automatic,WHITE,Hatchback,4X2,3,5,162 bhp,129 mph,9.2 seconds,151 g/km
