Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating
BMW,X2,"18,995",2018,1995cc,"48,051 miles",Diesel,Automatic,Black,SUV,4X2,5,5,148 bhp,129 mph,7.7 seconds,118 g/km
BMW,3 Series,"3,950",2010,1995cc,"88,000 miles",Petrol,Manual,Black,Saloon,4X2,4,5,141 bhp,130 mph,9.1 seconds,146 g/km
Peugeot,108,"6,850",2017,998cc,"13,000 miles",Petrol,Manual,Red,Hatchback,4X2,3,4,68 bhp,99 mph,14.9 seconds,95 g/km
Volkswagen,Polo,"11,250",2017,1197cc,"21,000 miles",Petrol,Manual,Black,Hatchback,4X2,5,5,89 bhp,114 mph,,109 g/km
Peugeot,2008,"5,595",2014,1199cc,"72,000 miles",Petrol,Manual,Blue,SUV,4X2,5,5,80 bhp,105 mph,12.2 seconds,114 g/km
Fiat,500,"4,995",2015,1242cc,"71,538 miles",Petrol,Manual,White,Hatchback,4X2,3,4,68 bhp,99 mph,12.9 seconds,111 g/km
Volkswagen,Up,"8,995",2014,999cc,"20,700 miles",Petrol,Automatic,Blue,Hatchback,4X2,5,4,59 bhp,99 mph,15.3 seconds,103 g/km
Nissan,Note,"4,495",2014,1461cc,"68,000 miles",Diesel,Manual,Red,Hatchback,4X2,5,5,88 bhp,111 mph,11.9 seconds,92 g/km
Fiat,500,"3,995",2012,1242cc,"48,000 miles",Petrol,Manual,White,Hatchback,4X2,3,4,68 bhp,99 mph,12.9 seconds,113 g/km
Volkswagen,Golf,"10,495",2016,1968cc,"108,400 miles",Diesel,Manual,Grey,Hatchback,4X2,5,5,181 bhp,143 mph,7.5 seconds,114 g/km
Renault,Captur,"9,144",2016,898cc,"40,839 miles",Petrol,Manual,Grey,SUV,4X2,5,5,88 bhp,106 mph,13.2 seconds,121 g/km
Land,Rover Range Rover Velar,"57,495",2022,2997cc,"6,532 miles",Diesel,Automatic,Grey,SUV,4X4,5,5,296 bhp,143 mph,6.5 seconds,200 g/km
Land,Rover Range Rover,"102,995",2022,2996cc,"14,265 miles",Diesel,Automatic,Grey,SUV,4X4,5,5,296 bhp,135 mph,,207 g/km
Lamborghini,Urus,"209,995",2021,3996cc,"19,150 miles",Petrol,Automatic,Yellow,SUV,4X4,5,5,641 bhp,190 mph,,325 g/km
Lamborghini,Urus,"206,995",2022,3996cc,"21,000 miles",Petrol,Automatic,Grey,SUV,,,,,,,
Porsche,911,"149,995",2022,3745cc,"4,994 miles",Petrol,Automatic,Silver,Coupe,4X4,2,4,573 bhp,199 mph,,273 g/km
Porsche,911,"89,995",2021,2981cc,"8,000 miles",Petrol,Automatic,White,Coupe,4X4,2,4,380 bhp,182 mph,,237 g/km
Smart,Forfour,"8,500",2017,898cc,"42,258 miles",Petrol,Automatic,Grey,Hatchback,4X2,5,4,88 bhp,102 mph,11.9 seconds,98 g/km
MINI,Hatch,"14,495",2018,1499cc,"20,660 miles",Petrol,Automatic,Blue,Hatchback,4X2,5,5,134 bhp,129 mph,8.1 seconds,111 g/km
BMW,5 Series,"12,850",2015,1995cc,"98,000 miles",Diesel,Automatic,White,Estate,4X2,5,5,214 bhp,147 mph,7.1 seconds,134 g/km
BMW,X3,"27,970",2018,2993cc,"53,187 miles",Diesel,Automatic,Grey,SUV,4X4,5,5,261 bhp,149 mph,5.8 seconds,158 g/km
