Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating
Vauxhall,Insignia,"5,995",2013,2L,"68,950 miles",Diesel,Automatic,Silver,Hatchback,4X2,5,5,158 bhp,134 mph,9.6 seconds,149 g/km
Citroen,C4 Cactus,"8,495",2016,1.2L,"54,700 miles",Petrol,Manual,Grey,Hatchback,4X2,5,5,109 bhp,117 mph,9.3 seconds,100 g/km
Mitsubishi,ASX,"6,995",2013,2.29L,"87,300 miles",Diesel,Automatic,Grey,Hatchback,,,,,,,
Honda,Jazz,"9,995",2013,1.3L,"43,600 miles",Petrol,Automatic,Grey,Hatchback,4X2,5,5,98 bhp,109 mph,13.1 seconds,128 g/km
Skoda,Yeti,"8,995",2014,2L,"62,700 miles",Diesel,Manual,Brown,Hatchback,4X2,5,5,109 bhp,110 mph,11.6 seconds,134 g/km
Renault,Grand Scenic,"5,495",2014,1.5L,"83,300 miles",Diesel,Manual,Blue,MPV,4X2,5,7,109 bhp,112 mph,13.5 seconds,105 g/km
Volkswagen,Transporter 2.0 T28 TDI P/V STARTLINE 109 BHP,"47,991",2022,2L,"5,119 miles",Diesel,Manual,White,Van,4X2,,,109 bhp,102 mph,,
Ford,Ranger 3.0 EBL 240 BHP PLATINUM EDITION 4WD AUTOMATIC ( NEW MODEL ! ),"54,989",2023,3L,"1,000 miles",Diesel,Automatic,Red,Van,4X4,,,237 bhp,111 mph,,
Peugeot,Boxer 335 2.2 BLUEHDI 140 L2 BUILT FOR BUSINESS TIPPER ( AIR CON ),"21,989",2021,2.2L,"23,000 miles",Diesel,Manual,White,Van,4X2,,,138 bhp,99 mph,,
Volkswagen,Golf,"10,370",2013,1968cc,"75,000 miles",Diesel,Automatic,Oryx White,Hatchback,4X2,5,5,147 bhp,131 mph,8.6 seconds,119 g/km
Jaguar,XF,"7,589",2015,2993cc,"140,000 miles",Diesel,Automatic,Black,Saloon,4X2,4,5,276 bhp,155 mph,6.4 seconds,159 g/km
Ford,Focus,"24,595",2020,2300cc,"10,351 miles",Petrol,Manual,Ford Performance Blue,Hatchback,4X2,5,5,276 bhp,155 mph,,187 g/km
Volkswagen,Tiguan,"7,995",2012,1968cc,"77,715 miles",Diesel,Manual,Blue,Estate,4X4,5,5,138 bhp,118 mph,10.2 seconds,150 g/km
Hillman,Sunbeam,"13,750",1967,1724cc,"20,600 miles",Petrol,Manual,White,Convertible,4X2,2,,,,,0 g/km
Ford,Focus,"16,995",2020,1499cc,"6,100 miles",Diesel,Manual,Race Red,Hatchback,4X2,5,5,118 bhp,122 mph,10.0 seconds,122 g/km
BMW,4 Series,"21,995",2019,1998cc,"21,665 miles",Petrol,Automatic,Blue,Coupe,4X2,2,4,248 bhp,155 mph,5.8 seconds,140 g/km
Mercedes-Benz,A Class,"14,495",2017,2143cc,"65,506 miles",Diesel,Automatic,Blue,Hatchback,4X2,5,5,134 bhp,130 mph,8.8 seconds,103 g/km
Toyota,Corolla,"17,400",2020,1798cc,"32,302 miles",Petrol Hybrid,Automatic,White,Estate,4X2,5,5,121 bhp,112 mph,,103 g/km
Toyota,RAV4,"16,600",2020,2487cc,"96,503 miles",Petrol Hybrid,Automatic,White,SUV,4X2,5,5,214 bhp,112 mph,8.1 seconds,105 g/km
Volkswagen,T-Roc,"20,995",2019,1498cc,"32,005 miles",Petrol,Automatic,Blue,SUV,4X2,5,5,148 bhp,127 mph,8.4 seconds,127 g/km
Lexus,UX 250h,"25,990",2022,1987cc,"23,652 miles",Petrol Hybrid,Automatic,Grey,SUV,4X2,5,5,107 bhp,110 mph,8.5 seconds,125 g/km
